Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count
6517,16,2005.0,3,349,2.08,1.35,0.0,0.54,3.98,61.0,21.0
5116,28,2009.0,8,139,2.67,0.87,0.05,0.38,3.97,89.0,76.0
10072,18,2015.0,7,349,1.02,2.13,0.23,0.59,3.97,92.0,79.0
502,18,2014.0,0,527,1.19,2.07,0.08,0.62,3.96,70.0,40.0
674,18,2015.0,0,550,1.53,1.69,0.1,0.64,3.95,87.0,89.0
9894,26,2011.0,0,361,2.03,1.16,0.37,0.38,3.95,93.0,81.0
2958,17,2008.0,7,66,2.15,1.13,0.07,0.59,3.94,90.0,57.0
7499,4,2007.0,5,361,0.9,1.76,0.92,0.37,3.94,84.0,65.0
2318,5,1994.0,4,361,1.97,0.76,1.07,0.11,3.91,68.96767850559173,26.360820941378886
2648,26,2009.0,10,139,2.09,1.35,0.06,0.4,3.9,81.0,27.0
10287,16,2003.0,10,21,2.29,1.17,0.01,0.42,3.9,90.0,38.0
6012,2,2014.0,7,361,0.68,0.48,2.62,0.11,3.89,86.0,80.0
